ds,actual_demand,forecast,yhat_lower,yhat_upper,product
2015-11-29,115,123.71744751121508,109.73838042491559,138.41482229013994,Field & Stream Sportsman 16 Gun Fire Safe
2015-12-06,135,120.97042883815655,107.40575420520354,135.27266804984467,Field & Stream Sportsman 16 Gun Fire Safe
2015-12-13,118,120.01562592779916,106.04707543943225,132.9012911568019,Field & Stream Sportsman 16 Gun Fire Safe
2015-12-20,130,118.99956383686599,105.16791800034923,133.67523235849043,Field & Stream Sportsman 16 Gun Fire Safe
2015-12-27,141,116.80444449770249,102.7827026424879,130.86004817654583,Field & Stream Sportsman 16 Gun Fire Safe
2016-01-03,110,115.13957939752157,101.30069140512272,130.39718494713958,Field & Stream Sportsman 16 Gun Fire Safe
2016-01-10,124,116.48300397279321,101.43817213402114,130.1413966629617,Field & Stream Sportsman 16 Gun Fire Safe
2016-01-17,134,120.41614582695493,106.15721757922559,134.46392185436585,Field & Stream Sportsman 16 Gun Fire Safe
2016-01-24,126,123.35274614595119,109.60392149051646,138.65363120747355,Field & Stream Sportsman 16 Gun Fire Safe
2016-01-31,119,122.50954420704385,108.06379186179585,137.1897833584892,Field & Stream Sportsman 16 Gun Fire Safe
2016-02-07,119,119.32188923254128,104.31955032388714,133.37579296042708,Field & Stream Sportsman 16 Gun Fire Safe
2016-02-14,114,117.83817830015396,102.51468366588169,131.99151770131272,Field & Stream Sportsman 16 Gun Fire Safe
2016-02-21,139,119.73727837005924,106.54877240604796,134.6715552621952,Field & Stream Sportsman 16 Gun Fire Safe
2016-02-28,137,122.17900520747696,108.10527885544528,136.67189690845638,Field & Stream Sportsman 16 Gun Fire Safe
2016-03-06,109,121.34620293445295,108.07263983802099,135.0479222309401,Field & Stream Sportsman 16 Gun Fire Safe
2016-03-13,124,117.46175522876224,103.1702403388653,130.8257121806685,Field & Stream Sportsman 16 Gun Fire Safe
2016-03-20,128,114.96197246008386,100.20764139035641,128.49432194990993,Field & Stream Sportsman 16 Gun Fire Safe
2016-03-27,121,117.31729403337238,101.70297499386487,131.60555896072088,Field & Stream Sportsman 16 Gun Fire Safe
2016-04-03,113,122.66955044861538,109.46428553586884,136.50449104486844,Field & Stream Sportsman 16 Gun Fire Safe
2016-04-10,142,125.659939941995,110.63679695139525,140.4390820882155,Field & Stream Sportsman 16 Gun Fire Safe
2016-04-17,130,123.39639982205657,108.9654238957336,137.35942122809985,Field & Stream Sportsman 16 Gun Fire Safe
2016-04-24,121,118.47104588498385,103.79109092185503,132.4685872217012,Field & Stream Sportsman 16 Gun Fire Safe
2016-05-01,96,115.60972548010707,101.44268282344021,130.08794466183917,Field & Stream Sportsman 16 Gun Fire Safe
2016-05-08,105,116.21877744865469,101.50032158053389,130.7767542103806,Field & Stream Sportsman 16 Gun Fire Safe
2016-05-15,126,117.45358332639586,103.51604303538053,130.09103388726194,Field & Stream Sportsman 16 Gun Fire Safe
2016-05-22,129,116.62281806061216,101.89768259764055,130.43265447086588,Field & Stream Sportsman 16 Gun Fire Safe
2016-05-29,89,115.11944369778601,100.79366958075306,129.7613650512287,Field & Stream Sportsman 16 Gun Fire Safe
2016-06-05,110,116.8215844021861,102.07823854090067,130.7559503330109,Field & Stream Sportsman 16 Gun Fire Safe
2016-06-12,133,122.93394991883852,109.11926142147497,137.127586473233,Field & Stream Sportsman 16 Gun Fire Safe
2016-06-19,143,129.71216367833372,115.59207916495498,144.39353984969458,Field & Stream Sportsman 16 Gun Fire Safe
2016-06-26,129,131.97007164705292,117.72590452422428,146.31560964338058,Field & Stream Sportsman 16 Gun Fire Safe
2016-07-03,118,128.2753359532634,114.19533590047641,143.07590693125934,Field & Stream Sportsman 16 Gun Fire Safe
2016-07-10,118,121.92562457923907,107.82895499446326,135.8622141116427,Field & Stream Sportsman 16 Gun Fire Safe
2016-07-17,115,117.09225923314227,102.29200379077291,130.53711424608983,Field & Stream Sportsman 16 Gun Fire Safe
2016-07-24,126,115.07567686346256,99.74680147444283,129.71802430405043,Field & Stream Sportsman 16 Gun Fire Safe
2016-07-31,110,114.71528841900331,100.45829480445538,129.33675029469816,Field & Stream Sportsman 16 Gun Fire Safe
2016-08-07,122,115.34476358988505,101.87039525234498,128.75437756810294,Field & Stream Sportsman 16 Gun Fire Safe
2016-08-14,103,117.77196312320635,103.5541027540972,132.31134773920067,Field & Stream Sportsman 16 Gun Fire Safe
2016-08-21,126,122.06599582388648,106.96102213711646,135.97151716867606,Field & Stream Sportsman 16 Gun Fire Safe
2016-08-28,130,125.69120205713025,111.52742275215778,139.94715276415505,Field & Stream Sportsman 16 Gun Fire Safe
2016-09-04,116,125.26750314996943,110.93066625221336,139.0152424341406,Field & Stream Sportsman 16 Gun Fire Safe
2016-09-11,108,120.30354235232267,105.33078992487525,134.48183778113852,Field & Stream Sportsman 16 Gun Fire Safe
2016-09-18,135,114.24736116677383,99.27021492547993,128.80560816095775,Field & Stream Sportsman 16 Gun Fire Safe
2016-09-25,112,111.24466185508479,96.99126398417677,125.34096813612038,Field & Stream Sportsman 16 Gun Fire Safe
2016-10-02,109,112.27946383748801,97.709027129503,126.58286575990084,Field & Stream Sportsman 16 Gun Fire Safe
2016-10-09,115,115.10549557526242,101.00839080120998,128.7750172098617,Field & Stream Sportsman 16 Gun Fire Safe
2016-10-16,119,117.61469390873987,103.22139033280081,131.73724185158,Field & Stream Sportsman 16 Gun Fire Safe
2016-10-23,125,120.1512847050021,105.91984824850542,135.47100659251728,Field & Stream Sportsman 16 Gun Fire Safe
2016-10-30,110,124.00256947013473,110.87905252883117,138.59174270770933,Field & Stream Sportsman 16 Gun Fire Safe
2016-11-06,139,128.48187282100378,114.14889726948157,143.37205240624553,Field & Stream Sportsman 16 Gun Fire Safe
2016-11-13,124,130.83443209392223,116.9354049237327,144.89169845893392,Field & Stream Sportsman 16 Gun Fire Safe
2016-11-20,127,129.32118244122412,115.19901335046127,143.32518399883278,Field & Stream Sportsman 16 Gun Fire Safe
2016-11-27,135,125.45633362327861,111.11856590134094,139.41585324834102,Field & Stream Sportsman 16 Gun Fire Safe
2016-12-04,129,122.34333668338226,108.02237258627895,137.02648778413464,Field & Stream Sportsman 16 Gun Fire Safe
2016-12-11,107,121.15408238621855,107.37448296394297,136.44981142004045,Field & Stream Sportsman 16 Gun Fire Safe
2016-12-18,103,120.28878033474606,107.07082913362207,134.83345776151555,Field & Stream Sportsman 16 Gun Fire Safe
2016-12-25,113,118.24612315454642,103.73311191775079,132.75695714877313,Field & Stream Sportsman 16 Gun Fire Safe
2017-01-01,142,116.26239188374032,102.01615945039326,130.24070899971215,Field & Stream Sportsman 16 Gun Fire Safe
2017-01-08,112,116.9711691775631,102.11861019156386,131.25384957481123,Field & Stream Sportsman 16 Gun Fire Safe
2017-01-15,116,120.63827323919364,107.0830371691752,134.76156045893657,Field & Stream Sportsman 16 Gun Fire Safe
2017-01-22,118,124.0343224124432,109.50983384258065,139.24146054530524,Field & Stream Sportsman 16 Gun Fire Safe
2017-01-29,109,123.88290696547577,110.59633693655638,138.15939801940826,Field & Stream Sportsman 16 Gun Fire Safe
2017-02-05,137,120.82662847334517,106.93219311249457,134.96715666600036,Field & Stream Sportsman 16 Gun Fire Safe
2017-02-12,133,118.7835099966652,103.87783264334483,133.7437828525058,Field & Stream Sportsman 16 Gun Fire Safe
2017-02-19,118,120.17055408965683,105.36787738438312,133.5653550054108,Field & Stream Sportsman 16 Gun Fire Safe
2017-02-26,102,122.84104710592118,108.31771270337084,136.8002011746646,Field & Stream Sportsman 16 Gun Fire Safe
2017-03-05,112,122.73159498996597,109.02883615928968,137.77430217061135,Field & Stream Sportsman 16 Gun Fire Safe
2017-03-12,120,119.13619814103032,104.87941634920153,132.16669225279006,Field & Stream Sportsman 16 Gun Fire Safe
2017-03-19,115,116.02050103992119,101.15017872459704,130.4579951707279,Field & Stream Sportsman 16 Gun Fire Safe
2017-03-26,105,117.47193578305419,103.4781155768365,132.1644380604652,Field & Stream Sportsman 16 Gun Fire Safe
2017-04-02,124,122.64985043044048,108.01995620096329,136.5697679880302,Field & Stream Sportsman 16 Gun Fire Safe
2017-04-09,126,126.41981728247161,112.8807065905919,140.40864732673487,Field & Stream Sportsman 16 Gun Fire Safe
2017-04-16,115,125.05209654793674,109.88114519440238,139.74252943441954,Field & Stream Sportsman 16 Gun Fire Safe
2017-04-23,126,120.2368909004235,106.92673237523721,135.24613134016028,Field & Stream Sportsman 16 Gun Fire Safe
2017-04-30,116,116.75744790946467,103.04450192043248,130.77398585947674,Field & Stream Sportsman 16 Gun Fire Safe
2017-05-07,128,116.87066436206047,102.27655356781202,131.89303787860598,Field & Stream Sportsman 16 Gun Fire Safe
2017-05-14,115,118.26983116510445,103.68388784088391,132.72205600698936,Field & Stream Sportsman 16 Gun Fire Safe
2017-05-21,114,117.83858223034835,103.31902382708506,131.0682075309217,Field & Stream Sportsman 16 Gun Fire Safe
2017-05-28,128,116.17883547000173,101.89600851940814,130.17355462572542,Field & Stream Sportsman 16 Gun Fire Safe
2017-06-04,111,117.08021792637044,102.58454640162995,131.44043094961435,Field & Stream Sportsman 16 Gun Fire Safe
2017-06-11,112,122.55348822980555,107.3496622236504,136.43156304289542,Field & Stream Sportsman 16 Gun Fire Safe
2017-06-18,126,129.6288643574403,115.78863863909002,143.61722709851605,Field & Stream Sportsman 16 Gun Fire Safe
2017-06-25,137,132.95495882644423,119.1597137720016,148.35842681692233,Field & Stream Sportsman 16 Gun Fire Safe
2017-07-02,130,130.1853502421024,115.38545590146147,144.8524078891236,Field & Stream Sportsman 16 Gun Fire Safe
2017-07-09,124,123.96271632748821,110.7690311741119,138.27799515327976,Field & Stream Sportsman 16 Gun Fire Safe
2017-07-16,108,118.65901055561936,104.33764449805439,133.59926052224188,Field & Stream Sportsman 16 Gun Fire Safe
2017-07-23,119,116.1903162583145,101.73521508888622,129.65128051303842,Field & Stream Sportsman 16 Gun Fire Safe
2017-07-30,129,115.63176630741266,101.56614769902833,130.68449163782492,Field & Stream Sportsman 16 Gun Fire Safe
2017-08-06,111,116.05151093265968,102.574068483873,130.384087199996,Field & Stream Sportsman 16 Gun Fire Safe
2017-08-13,130,118.09169710091219,103.25977300255772,132.19489413798334,Field & Stream Sportsman 16 Gun Fire Safe
2017-08-20,128,122.1631091366695,107.16802194547515,136.87390174278332,Field & Stream Sportsman 16 Gun Fire Safe
2017-08-27,142,126.18128403163757,112.64691395359208,140.80520408281674,Field & Stream Sportsman 16 Gun Fire Safe
2017-09-03,104,126.6403656393015,111.71409195302377,140.7868976501913,Field & Stream Sportsman 16 Gun Fire Safe
2017-09-10,114,122.3252362515114,107.81896981629744,136.5148267327639,Field & Stream Sportsman 16 Gun Fire Safe
2017-09-17,143,116.11792694207554,102.00946603427379,130.7517040813694,Field & Stream Sportsman 16 Gun Fire Safe
2017-09-24,140,112.37743820221988,96.78566791485387,126.6925067031796,Field & Stream Sportsman 16 Gun Fire Safe
2017-10-01,138,112.79732785950287,97.41942524435035,127.13578854377668,Field & Stream Sportsman 16 Gun Fire Safe
2017-10-08,3,115.51179766386365,101.45962163243817,128.92137890930528,Field & Stream Sportsman 16 Gun Fire Safe
2015-01-04,306,455.06881692693275,404.46169145554467,499.42949286526783,Perfect Fitness Perfect Rip Deck
2015-01-11,529,481.6326922398915,431.90801293433606,531.6228522541228,Perfect Fitness Perfect Rip Deck
2015-01-18,560,521.828430955204,470.14150788966174,569.6905820480357,Perfect Fitness Perfect Rip Deck
2015-01-25,547,537.8757570879884,488.37564641421756,590.1496976743524,Perfect Fitness Perfect Rip Deck
2015-02-01,522,518.7039882327109,470.3591596324162,572.5917833612767,Perfect Fitness Perfect Rip Deck
2015-02-08,468,490.1343158358595,438.72588394598023,537.3132857938308,Perfect Fitness Perfect Rip Deck
2015-02-15,509,486.4712131719158,435.73192282020636,536.5434830497256,Perfect Fitness Perfect Rip Deck
2015-02-22,510,514.4299520073005,464.97992573834887,563.2025248517251,Perfect Fitness Perfect Rip Deck
2015-03-01,544,547.2540421438814,495.9760846441747,597.2317819323434,Perfect Fitness Perfect Rip Deck
2015-03-08,580,553.4472055843826,504.7734993572844,602.5842687113404,Perfect Fitness Perfect Rip Deck
2015-03-15,537,528.4435511825557,478.2674457788391,584.0964200368163,Perfect Fitness Perfect Rip Deck
2015-03-22,470,496.9886139465606,447.56580749039193,550.7930274460163,Perfect Fitness Perfect Rip Deck
2015-03-29,461,486.6707386104218,440.4446853606329,537.1778822884633,Perfect Fitness Perfect Rip Deck
2015-04-05,566,501.9176691400078,452.90617133270024,550.7042493444569,Perfect Fitness Perfect Rip Deck
2015-04-12,464,523.6718573388642,474.75801223294246,574.5215466260099,Perfect Fitness Perfect Rip Deck
2015-04-19,581,531.2087622205913,483.04985078271324,578.671232452225,Perfect Fitness Perfect Rip Deck
2015-04-26,489,521.5583835581655,473.69300700672176,571.238513883098,Perfect Fitness Perfect Rip Deck
2015-05-03,515,508.4262094284534,460.6004475909202,553.7480868492113,Perfect Fitness Perfect Rip Deck
2015-05-10,466,505.3902724686443,455.59003307221036,554.8769837179219,Perfect Fitness Perfect Rip Deck
2015-05-17,546,512.2691508967055,461.73045374158085,564.0993388761622,Perfect Fitness Perfect Rip Deck
2015-05-24,489,517.1618792691112,468.72500795442755,566.8168141898225,Perfect Fitness Perfect Rip Deck
2015-05-31,498,509.91442320655244,459.74595688480605,557.8377078140559,Perfect Fitness Perfect Rip Deck
2015-06-07,497,492.98804521438626,441.18270375103526,540.7271407559911,Perfect Fitness Perfect Rip Deck
2015-06-14,419,479.87681681364427,435.76672593457454,533.2313823019651,Perfect Fitness Perfect Rip Deck
2015-06-21,579,483.0210182434421,432.7845863318113,532.3946671014317,Perfect Fitness Perfect Rip Deck
2015-06-28,529,502.01983573031487,456.7463201043821,552.0797600630455,Perfect Fitness Perfect Rip Deck
2015-07-05,526,522.6614765812865,475.4663764021054,573.0350707516419,Perfect Fitness Perfect Rip Deck
2015-07-12,469,528.4720694524344,476.608337511743,572.7577267935928,Perfect Fitness Perfect Rip Deck
2015-07-19,567,515.4705766873831,466.33183817407036,561.6233109005444,Perfect Fitness Perfect Rip Deck
2015-07-26,463,496.66723778245085,448.8250369370872,546.1087691034136,Perfect Fitness Perfect Rip Deck
2015-08-02,503,490.8723530832345,442.29541196514003,543.7698397201096,Perfect Fitness Perfect Rip Deck
2015-08-09,535,505.23654430858323,455.9113183241094,556.3350864820866,Perfect Fitness Perfect Rip Deck
2015-08-16,575,528.4106859224728,478.1399691942307,581.022548036577,Perfect Fitness Perfect Rip Deck
2015-08-23,484,541.7797059572353,488.8839481805973,596.7566283269882,Perfect Fitness Perfect Rip Deck
2015-08-30,587,537.6476617307347,488.38231478620935,588.0454353877241,Perfect Fitness Perfect Rip Deck
2015-09-06,511,525.2655501747613,477.73507743850433,575.6206443516588,Perfect Fitness Perfect Rip Deck
2015-09-13,571,518.4775826428888,470.312144309931,569.4143012470887,Perfect Fitness Perfect Rip Deck
2015-09-20,428,519.4274192361555,471.3001217785021,568.7139002184848,Perfect Fitness Perfect Rip Deck
2015-09-27,571,517.4816815416486,471.66871027621073,569.1436374178243,Perfect Fitness Perfect Rip Deck
2015-10-04,486,504.6082056905787,452.57681789705293,557.2275764995732,Perfect Fitness Perfect Rip Deck
2015-10-11,545,488.1853358477842,437.00585245152485,537.6016282778608,Perfect Fitness Perfect Rip Deck
2015-10-18,431,484.3789953420648,435.8171718324048,537.3161315880454,Perfect Fitness Perfect Rip Deck
2015-10-25,485,498.7202107570066,448.5752484599987,553.4412288445817,Perfect Fitness Perfect Rip Deck
2015-11-01,481,517.5525043280654,464.50959281869194,566.1090839370715,Perfect Fitness Perfect Rip Deck
2015-11-08,523,522.5805415964994,472.49210609361523,573.0312183512978,Perfect Fitness Perfect Rip Deck
2015-11-15,513,512.6821502564507,464.0452959770187,563.9486511394811,Perfect Fitness Perfect Rip Deck
2015-11-22,506,506.2305305522575,454.02749779292657,557.6876092611659,Perfect Fitness Perfect Rip Deck
2015-11-29,525,518.7803824367281,467.30410299724605,567.4178095526472,Perfect Fitness Perfect Rip Deck
2015-12-06,493,541.3037738269522,490.8144114294378,589.6292115150335,Perfect Fitness Perfect Rip Deck
2015-12-13,512,546.44435431784,491.7593354107806,596.1830199371576,Perfect Fitness Perfect Rip Deck
2015-12-20,464,518.991798866469,469.53138324843525,573.5391563496843,Perfect Fitness Perfect Rip Deck
2015-12-27,562,476.92503584801386,427.0789095508686,524.6087065675456,Perfect Fitness Perfect Rip Deck
2016-01-03,451,456.95218765329344,405.9529758659811,504.3957332885623,Perfect Fitness Perfect Rip Deck
2016-01-10,482,477.40017163225446,427.99462648861896,522.6894344056248,Perfect Fitness Perfect Rip Deck
2016-01-17,446,518.1480004674236,469.66907249988265,568.3879342205553,Perfect Fitness Perfect Rip Deck
2016-01-24,589,540.4700033499596,490.60573538213305,590.2376491014516,Perfect Fitness Perfect Rip Deck
2016-01-31,478,526.5609767097021,477.1993104607174,577.9927246599501,Perfect Fitness Perfect Rip Deck
2016-02-07,517,496.84602941547416,447.2187252293404,547.9224223251858,Perfect Fitness Perfect Rip Deck
2016-02-14,451,487.1300775588404,437.6373427773947,539.428179877634,Perfect Fitness Perfect Rip Deck
2016-02-21,530,510.6744062632649,462.2575933687738,560.6701491345186,Perfect Fitness Perfect Rip Deck
2016-02-28,472,545.3143593885784,494.7008992481362,594.8873813492569,Perfect Fitness Perfect Rip Deck
2016-03-06,565,557.6205769911908,504.7983469377061,605.019280973999,Perfect Fitness Perfect Rip Deck
2016-03-13,523,536.9755038187313,482.4564611436306,585.1366867796429,Perfect Fitness Perfect Rip Deck
2016-03-20,514,504.2921598384946,452.28830722260125,552.6003754476918,Perfect Fitness Perfect Rip Deck
2016-03-27,527,489.0258195145501,436.19660185153623,540.894183027633,Perfect Fitness Perfect Rip Deck
2016-04-03,536,500.64290341827166,453.474914000562,551.1697684850229,Perfect Fitness Perfect Rip Deck
2016-04-10,542,523.0475452675132,474.4288084906325,571.391144261371,Perfect Fitness Perfect Rip Deck
2016-04-17,530,533.9713461854059,484.30602096218325,584.2518455792185,Perfect Fitness Perfect Rip Deck
2016-04-24,560,526.6884653882497,479.1215402859059,573.8451892130125,Perfect Fitness Perfect Rip Deck
2016-05-01,493,512.9282455204332,466.1415881045977,557.8497468083888,Perfect Fitness Perfect Rip Deck
2016-05-08,549,507.62129720762573,456.9322645461401,557.3740846777738,Perfect Fitness Perfect Rip Deck
2016-05-15,543,513.3972144777808,466.6801657639526,563.2820357478829,Perfect Fitness Perfect Rip Deck
2016-05-22,529,519.6230383140811,466.84552394581584,567.8990089576143,Perfect Fitness Perfect Rip Deck
2016-05-29,543,514.7738658593973,468.49564739450483,567.6300533757727,Perfect Fitness Perfect Rip Deck
2016-06-05,529,498.7595735334807,447.02505845004345,546.3921263091901,Perfect Fitness Perfect Rip Deck
2016-06-12,523,483.81015331513663,432.9772337592842,533.244220552833,Perfect Fitness Perfect Rip Deck
2016-06-19,489,483.59430841884466,433.1313715516545,532.0692222488574,Perfect Fitness Perfect Rip Deck
2016-06-26,530,500.4762176088329,448.2510016667982,549.699808067572,Perfect Fitness Perfect Rip Deck
2016-07-03,482,522.1574921849469,472.1396659782321,573.504562686559,Perfect Fitness Perfect Rip Deck
2016-07-10,524,531.3692732979672,477.7527656390682,582.6190579014211,Perfect Fitness Perfect Rip Deck
2016-07-17,557,521.1498287685289,473.6881122441906,570.1509645505953,Perfect Fitness Perfect Rip Deck
2016-07-24,490,501.8831192347518,454.2207851131046,553.1761358507699,Perfect Fitness Perfect Rip Deck
2016-07-31,466,492.664569016227,439.0814050971038,542.4703556937845,Perfect Fitness Perfect Rip Deck
2016-08-07,494,503.7313184816336,453.7460042549097,554.3295999548428,Perfect Fitness Perfect Rip Deck
2016-08-14,542,526.69212775007,478.11816856436974,579.0071056531742,Perfect Fitness Perfect Rip Deck
2016-08-21,517,542.8344876951643,491.624972600279,592.7191260840373,Perfect Fitness Perfect Rip Deck
2016-08-28,542,541.5146151033431,489.1390733357633,589.9634809758985,Perfect Fitness Perfect Rip Deck
2016-09-04,500,529.4211195598336,477.62625061913394,579.3755289344409,Perfect Fitness Perfect Rip Deck
2016-09-11,558,520.9546101855337,475.29858300999257,571.1889970182809,Perfect Fitness Perfect Rip Deck
2016-09-18,502,521.0275952271589,471.0912104764831,568.615533900396,Perfect Fitness Perfect Rip Deck
2016-09-25,528,520.4618840022649,468.50635173744763,573.6051586547745,Perfect Fitness Perfect Rip Deck
2016-10-02,515,509.43404202470583,460.42719883324855,557.3183068364808,Perfect Fitness Perfect Rip Deck
2016-10-09,448,492.3971389741217,442.1911632057595,543.4820318218499,Perfect Fitness Perfect Rip Deck
2016-10-16,525,485.31000295434615,433.8396144474471,535.309259890968,Perfect Fitness Perfect Rip Deck
2016-10-23,489,496.8504091819277,449.3043966818146,544.6788445967159,Perfect Fitness Perfect Rip Deck
2016-10-30,586,516.3354917456818,464.6898822898869,565.237242097506,Perfect Fitness Perfect Rip Deck
2016-11-06,515,524.5239282227642,473.75156570465833,573.394752290132,Perfect Fitness Perfect Rip Deck
2016-11-13,502,516.2344113700076,464.2421525767118,566.1773906214153,Perfect Fitness Perfect Rip Deck
2016-11-20,529,507.48099959502565,456.2102404228899,555.205046823502,Perfect Fitness Perfect Rip Deck
2016-11-27,503,516.3932213383183,468.95056241974345,565.4867775683639,Perfect Fitness Perfect Rip Deck
2016-12-04,582,538.8649042650349,490.54349095641305,589.0535565014824,Perfect Fitness Perfect Rip Deck
2016-12-11,570,548.9311631572075,496.0759218167465,595.6011058125564,Perfect Fitness Perfect Rip Deck
2016-12-18,562,526.889260661445,478.37081074481324,573.2119015264427,Perfect Fitness Perfect Rip Deck
2016-12-25,502,484.74554749203946,431.84569665998845,533.9356956971623,Perfect Fitness Perfect Rip Deck
2017-01-01,480,458.40369055187847,407.0192510033381,506.67479893884394,Perfect Fitness Perfect Rip Deck
2017-01-08,495,471.9541503774215,423.5795684321341,522.390802677362,Perfect Fitness Perfect Rip Deck
2017-01-15,506,511.8195129597767,462.5174907209323,562.199637776972,Perfect Fitness Perfect Rip Deck
2017-01-22,585,539.7158663960324,488.00762982910277,590.2246147319979,Perfect Fitness Perfect Rip Deck
2017-01-29,489,531.7095080094173,484.6738413335,580.327243108771,Perfect Fitness Perfect Rip Deck
